Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,91227.6970426492
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8951219512195
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.95386476
Singapore,SGP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.47478008270264
Singapore,SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.591
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,37793.1283815826
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.18
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Sint Maarten (Dutch part),SXM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.27420508508285
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,21317.7943982363
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9658536585366
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.06766196
Slovak Republic,SVK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.65688991546631
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.143
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,28360.3041467268
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.2829268292683
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.91248552
Slovenia,SVN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.28065013885498
Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.011
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1877.78104490956
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.409
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,28.01729965
Solomon Islands,SLB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.48737829731105
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.475
"Somalia, Fed. Rep.",SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,573.141165798229
"Somalia, Fed. Rep.",SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.931
"Somalia, Fed. Rep.",SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.6
"Somalia, Fed. Rep.",SOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.21674775437E-06
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.112
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6534.24867783397
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.454
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.29319763
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.15599012374878
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,33.268
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.203
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
South Sudan,SSD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
South Sudan,SSD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.475
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,30319.4987196616
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.1341463414634
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,94.4855432
Spain,ESP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.58553981781006
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.033
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,3342.63650438046
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.3
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.3
Sri Lanka,LKA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.20397218661186
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.528
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,21011.5744209816
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.313
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.76229858
St. Kitts and Nevis,KNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.5579615526858
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,12976.1489693474
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.67
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,66.95159912
St. Lucia,LCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.64235019683838
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.934
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.236
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
St. Martin (French part),MAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,9693.55867833025
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.191
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.75479889
St. Vincent and the Grenadines,VCT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.07575034584772
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.277
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1046.24084472656
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.695
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Sudan,SDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sudan,SDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.53
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,6084.43876736445
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.254
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Suriname,SUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.43460841988051
Suriname,SUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.973
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,54836.8907235124
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.0585365853659
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.00970335
Sweden,SWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.31909990310669
Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.417
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,97809.095567203
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.6048780487805
Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.45279694
Switzerland,CHE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.86427021026611
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.122
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,1056.78264718197
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.79
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Syrian Arab Republic,SYR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.245
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,1052.17949484894
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.562
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.91429901
Tajikistan,TJK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.39829770599001
Tajikistan,TJK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.051
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1207.52062988281
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.879
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.86059952
Tanzania,TZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.2382450375764
Tanzania,TZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.573
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,6910.00995211206
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.291
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.97724503
Thailand,THA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.61187022798634
Thailand,THA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.94
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,2343.24955542816
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.368
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Timor-Leste,TLS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.537
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,1071.61539220759
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.292
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,35.60749817
Togo,TGO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.77811083266775
Togo,TGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.965
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,5298.01942454298
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.635
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,61.60739899
Tonga,TON,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.31016278046634
Tonga,TON,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.002
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,20750.5202434652
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.331
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.69760132
Trinidad and Tobago,TTO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.81801009178162
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.383
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3707.29283414381
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.05
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Tunisia,TUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.8049896073928
Tunisia,TUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.3
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,10897.8397861365
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.591
Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.43716576
Turkiye,TUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.09571003913879
Turkiye,TUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.465
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,5198.18947409551
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.913
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Turkmenistan,TKM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.58004999160767
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.017
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,31280.5418020808
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.918
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Turks and Caicos Islands,TCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.77640008926392
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,5414.74642912412
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.852
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Tuvalu,TUV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,13.7621912480198
Tuvalu,TUV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,963.067314117178
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.675
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,9.636899948
Uganda,UGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.56105027176925
Uganda,UGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.885
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,4199.6708984375
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.658
Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,80.47429657
Ukraine,UKR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Ukraine,UKR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,50759.7590190204
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.487
United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,100
United Arab Emirates,ARE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.872
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,47034.7795621476
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.0112195121951
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.46530151
United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.768
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,78008.6895811877
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.4341463414634
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.72850037
United States,USA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.65
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,21009.2883798725
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.468
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.87304314
Uruguay,URY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.4795298576355
Uruguay,URY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.877
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2698.60262953369
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.147
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.90000012
Uzbekistan,UZB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.23477171022152
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.456
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,3679.53524327491
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.302
Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Vanuatu,VUT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,10.7033456499063
Vanuatu,VUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.077
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,3155.04190923584
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.566
"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.82180023
"Venezuela, RB",VEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.646
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,4147.69777213621
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.502
Viet Nam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.58999918
Viet Nam,VNM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.88738689372749
Viet Nam,VNM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.57
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,44320.909185774
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.319512195122
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Virgin Islands (U.S.),VIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.092
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3799.95527015163
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.662
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.64690554
West Bank and Gaza,PSE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,24.42
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,..
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.952
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
"Yemen, Rep.",YEM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.224
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1447.12310138035
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.279
Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,15
Zambia,ZMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.65884092023983
Zambia,ZMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.993
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2536.40197087505
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.36
Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,36.25650024
Zimbabwe,ZWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.087
Africa Eastern and Southern,AFE,GDP per capita (current US$),NY.GDP.PCAP.CD,1675.90252377611
Africa Eastern and Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.4871517904367
Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.8
Africa Eastern and Southern,AFE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.69766802106406
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.86947018999245
Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,2143.07209365676
Africa Western and Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.9789954665232
Africa Western and Central,AFW,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.5
Africa Western and Central,AFW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.89168744551701
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.59653801462938
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,7960.81158770821
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.8760955992222
Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Arab World,ARB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.74413095599936
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,17449.5193422186
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.8322921090607
Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Caribbean small states,CSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.81801009178162
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.29867755889038
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,19526.2463443821
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6522987292583
Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Central Europe and the Baltics,CEB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.31669998168945
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.96540582731722
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,4017.48956260692
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.4304552508694
Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Early-demographic dividend,EAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.59546935615519
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.64296814018676
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,13219.5863562213
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6767167147452
East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.4
East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.88738689372749
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.10032254258298
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,10107.0569545516
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.9325409436903
East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.6
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.28490151187525
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.23491194246921
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,10220.556668162
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.9610347461336
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.3
East Asia & Pacific (IDA & IBRD countries),TEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.28490151187525
